Protein IDs	Peptide counts (razor+unique)	Unique peptides	Peptides Walker TMT16	Unique peptides Walker TMT16	Q-value	Score	Identification type Walker TMT16	Reporter intensity corrected 1 Walker TMT16	Reporter intensity corrected 2 Walker TMT16	Reporter intensity corrected 3 Walker TMT16	Reporter intensity corrected 4 Walker TMT16	Reporter intensity corrected 5 Walker TMT16	Reporter intensity corrected 6 Walker TMT16	Reporter intensity corrected 7 Walker TMT16	Reporter intensity corrected 8 Walker TMT16	Reporter intensity corrected 9 Walker TMT16	Reporter intensity corrected 10 Walker TMT16	Reporter intensity corrected 11 Walker TMT16	Reporter intensity corrected 12 Walker TMT16	Reporter intensity corrected 13 Walker TMT16	Reporter intensity corrected 14 Walker TMT16	Reporter intensity corrected 15 Walker TMT16	Reporter intensity corrected 16 Walker TMT16	Only identified by site	Reverse	Potential contaminant	Peptide IDs
AT1G04270.2;AT1G04270.1;AT5G43640.1;AT5G09500.1;AT1G33850.1;AT5G09490.1	6;6;2;2;1;1	2	6	2	0	62.114	By MS/MS	842510	752860	1009600	874890	648690	448790	534630	499560	785670	741110	532930	844100	468330	824450	633100	530380				417;4158;8644;10835;14335;15474
AT1G04350.1	2	2	2	2	0	14.19	By MS/MS	143460	147290	156420	162000	127330	134170	134480	129190	144040	152780	130950	135740	137820	151040	123110	137630				4578;5230
AT1G04410.1;AT5G56720.1	16;1	8	16	8	0	152.99	By MS/MS	2548200	2412000	2488500	2537000	2269200	2182400	2253600	2254500	2246500	2413800	2189800	2149100	2233800	2466400	2440000	2217700				1247;2668;3206;4567;5319;7858;8774;10780;12814;13292;13293;13441;14081;14176;20202;20206
AT1G04420.1	8	8	8	8	0	106.52	By MS/MS	818180	777360	789710	828020	743740	766490	733010	716930	755980	752970	682540	745840	690680	804570	745530	718460				3554;4196;11017;12335;21155;21450;21528;21826
AT1G04430.2;AT1G04430.1;AT4G14360.2;AT4G14360.1	8;8;5;5	3	8	3	0	55.837	By MS/MS	350360	329140	422820	387680	341120	310800	353650	306030	338790	346480	294850	356650	321550	410670	364970	316310				5487;7866;8457;13141;14846;15646;16034;16389
AT1G04440.1;AT5G43320.1	1;1	1	1	1	0.00093002	7.5289	By MS/MS	45471	48419	56855	47498	28429	24894	34421	32049	38052	34211	31070	35412	29784	39650	32611	36558				2075
AT3G04400.2;AT3G04400.1;AT2G33370.1;AT1G04480.1	8;8;8;8	8	8	8	0	122.32	By MS/MS	864340	932710	1059400	988230	791960	657800	762530	694210	843570	877080	623440	851650	708220	1078300	910400	720670				3024;4242;8433;9086;12462;13769;14323;20117
AT1G04510.2;AT1G04510.1	2;2	2	3	2	0	15.603	By MS/MS	41339	42416	45530	43109	35760	33092	37906	38281	42118	42317	35859	38605	37806	46210	42927	39285				7778;13694;18416
AT1G04530.1	6	6	6	6	0	197.52	By MS/MS	403870	390270	411060	381680	318670	315500	322810	355420	356280	361570	346370	340990	338510	373340	327850	314380				2166;2774;7344;16191;17946;18997
AT1G04580.1	1	1	1	1	1	-2	By MS/MS	195380	185930	181620	166580	142540	134320	142100	142500	154100	162990	127650	150500	133600	177090	180620	157910	+			13218
AT1G04620.1	5	5	5	5	0	73.718	By MS/MS	403290	403030	444150	458380	375460	378270	384420	368830	391190	392250	363950	396000	345300	424970	390650	383990				8689;12089;15706;17032;18566
AT1G04640.2;AT1G04640.1	3;3	3	3	3	0	20.78	By MS/MS	178800	182240	182230	178290	151340	154740	156600	158290	171080	167770	155340	163470	150720	165270	145980	151990				4358;9408;11786
AT1G04690.1	5	5	5	5	0	33.712	By MS/MS	176760	163680	178820	174730	146700	142980	166890	156550	175070	157430	149360	150260	134050	159230	135030	160340				502;2163;5739;6263;16938
AT1G04710.1	2	2	3	2	0	49.874	By MS/MS	22414	23743	22783	23256	21952	20922	21329	20883	22916	24209	18875	25494	23353	23915	24008	24326				3563;4319;8089
AT2G33120.3;AT1G04750.2;AT1G04750.1;AT1G04760.1;AT2G33120.1;AT2G33120.2;AT2G32670.1;AT3G24890.1;AT3G24890.2	2;2;2;2;2;2;2;1;1	2	2	2	0	13.129	By MS/MS	255750	376770	249550	411130	322500	314130	309630	242860	244910	213100	170400	173870	154890	178860	174920	161080				8714;9295
AT1G04780.1	2	2	2	2	0	17.083	By MS/MS	19714	20833	20806	19872	16570	15656	16504	18849	19923	20154	17480	19592	15401	16956	17653	18543				587;13751
AT1G04810.1	1	1	4	1	1	-2	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			3489;4454;12259;13534
AT1G50010.1;AT1G04820.1	20;20	2	20	2	0	323.31	By MS/MS	2695300	2425000	3404700	3076900	2328700	2187300	2501100	2191300	2611000	2515400	2255500	2657300	2406700	3255400	2635000	2364900				700;2141;2198;2453;3863;3941;4265;4334;4335;4994;6349;6359;12803;12804;15089;15775;16906;18263;18928;21596
AT1G04850.1	3	3	3	3	0	19.479	By MS/MS	20081	18584	31059	24016	22895	22179	21268	19783	20169	19560	19511	22636	19694	23002	20783	20088				725;9285;18361
AT1G04970.2;AT1G04970.1	1;1	1	1	1	0.0064909	5.9817	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				6584
AT1G04980.1	2	2	2	2	0	12.244	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				17350;20471
AT1G05010.1	6	5	6	5	0	46.542	By MS/MS	400970	326420	351290	336490	279140	256080	309700	271710	293680	306480	278220	279870	271520	377720	315650	302130				1439;2949;7066;8940;13483;20580
AT1G05090.1;AT4G20720.1	1;1	1	1	1	0	14.031	By MS/MS	14159	11837	15407	13431	10597	10609	10220	10520	11682	12264	11171	12406	10112	13780	14314	10174				18629
AT1G05140.1;AT2G32480.2;AT2G32480.1	5;2;2	5	5	5	0	38.013	By MS/MS	171910	173830	193340	175500	150810	148800	156410	141590	155220	163110	143310	162790	140390	163070	162450	146340				714;2979;6260;9500;14170
AT1G05150.1	5	2	5	2	0	37.496	By MS/MS	24613	22140	24796	23147	20680	19515	19389	19827	23134	21289	20270	20058	18716	22106	21593	20300				2302;8445;12113;19040;19042
AT1G05180.1;AT1G05180.3;AT1G05180.2	2;1;1	2	2	2	0	15.093	By MS/MS	28697	31115	26745	26885	24992	25138	28253	27341	26600	24409	20387	25033	25265	31863	29301	29109				436;8972
AT1G05190.1	11	11	11	11	0	88.258	By MS/MS	1490500	1431300	1793300	1711900	1320800	1241800	1281300	1131500	1377600	1374300	1138700	1444800	1240600	1694800	1429400	1313700				1542;4526;6009;8308;10196;13737;15175;16238;18450;19938;21713
AT1G05350.1	7	7	7	7	0	128.49	By MS/MS	261240	256320	265930	239010	206390	197990	203570	212120	231380	236370	203940	219070	203730	254410	235330	213620				202;930;1276;4707;5260;5290;13248
AT1G05385.1	1	1	1	1	0	14.745	By MS/MS	31292	22033	27002	28325	26974	26051	26585	27006	29378	26633	24922	29170	26225	27712	28043	21740				18882
AT1G05500.1	2	2	2	2	0	20.674	By MS/MS	10990	10576	13853	11986	9770.2	9835.4	10490	10569	10569	11041	9274.9	11303	10119	11341	11586	10329				18462;19874
AT1G05520.1	1	1	1	1	0	11.837	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				16264
AT1G05560.1	7	6	7	6	0	60.674	By MS/MS	246240	201000	243380	232740	197240	185620	224480	211050	223350	216320	196420	199260	275170	326230	269670	313170				3300;4708;5845;14331;15705;17580;17992
AT1G05570.2;AT2G31960.2;AT2G31960.1;AT1G05570.1	3;3;3;3	2	3	2	0	21.558	By MS/MS	42663	36703	42886	40835	29584	31761	32632	32782	34307	33711	31654	34128	30911	40708	28774	34004				5633;7439;19192
AT1G05630.2;AT1G05630.1	1;1	1	1	1	0	23.151	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				13320
AT1G05760.1	1	1	1	1	0.000906	7.1802	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9214
AT1G05850.1	2	2	2	2	0	16.94	By MS/MS	27441	26000	31773	29814	25624	23916	28111	22589	28014	29308	25371	27727	21802	30396	26179	24678				4266;4267
AT1G06000.1	4	4	4	4	0	42.772	By MS/MS	31691	28561	37687	28987	43308	26724	36135	32214	42806	37223	24837	34190	34907	45602	52754	36842				10359;10978;15183;20297
AT1G06070.1	1	1	1	1	0	29.71	By MS/MS	49677	41800	41374	41071	41343	28558	34207	35952	43501	46797	29952	39899	32467	48553	42941	31034				12580
AT1G06130.2;AT1G06130.1	4;4	3	4	3	0	37.024	By MS/MS	50747	48592	48150	51032	40323	39586	42774	45156	44855	44703	42104	43295	44599	42978	43333	42765				271;1238;9864;10756
AT1G06190.2;AT1G06190.1;AT2G31150.1	5;5;1	5	5	5	0	44.481	By MS/MS	125450	113070	149390	134530	113200	98259	106150	88155	123870	126400	97222	129000	109810	153240	133040	110720				3427;4305;5672;6961;15246
AT1G06210.2;AT1G06210.1	1;1	1	1	1	0.00071259	7.8046	By MS/MS	12581	10007	15977	12157	10977	9586.8	11990	11852	13005	9759.3	9628.2	10987	10564	13363	12373	10680				13811
AT1G06220.1;AT1G06220.2;AT5G25230.1	3;3;2	3	3	3	0	38.496	By MS/MS	82068	75935	69883	76347	67242	64320	67276	68371	64876	71665	61247	64497	66185	82636	85513	68185				708;14985;20045
AT1G06230.3;AT1G06230.2;AT1G06230.1	1;1;1	1	1	1	0.0013263	6.9336	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4668
AT1G06290.1	3	3	3	3	0	27.584	By MS/MS	152770	146230	155870	153280	136940	119590	128600	137120	134830	137600	116270	132320	132410	149300	150510	136320				1023;5424;6487
AT1G06400.1	2	2	3	2	0	26.575	By MS/MS	209040	213500	214270	219740	175740	177210	176700	185940	175530	184500	155400	170330	161770	180640	174080	161190				312;1067;17553
AT1G06410.1	5	5	5	5	0	58.629	By MS/MS	119580	102640	116190	110850	88817	87937	102850	93023	112920	110300	97527	94635	91463	114940	100460	93388				7793;15402;16059;20236;21858
AT1G06430.1	5	4	26	4	0	45.981	By MS/MS	477910	476780	498520	484820	435620	462790	401700	419410	497120	488000	473200	493140	385590	424850	421900	394530				353;354;355;929;1024;1107;2372;4855;5387;5860;6664;6861;6862;8141;8565;8700;10211;10265;11202;14854;15146;15378;18572;18573;19360;20479
AT1G06460.1	4	4	4	4	0	32.479	By MS/MS	97840	84370	93868	94930	114970	98276	105590	105710	110290	109200	89714	115350	95698	108770	117840	105540				3440;11205;19536;20641
AT1G06510.1	4	4	4	4	0	27.654	By MS/MS	77681	83463	98327	92641	75576	75574	77616	71702	71940	74938	69906	76103	80121	82271	85584	73112				5519;9068;12659;14593
AT1G06530.1	7	7	7	7	0	107.37	By MS/MS	125900	104030	139640	119160	100590	95536	109770	89894	121070	114980	103970	122050	108260	135310	111840	116980				7666;9421;10659;10991;16860;17991;20761
AT1G06550.1	5	5	5	5	0	86.743	By MS/MS	60860	52251	63954	60225	52205	48910	56306	42164	60775	58718	48162	62047	50150	63177	60277	53193				1674;10288;11562;12911;13077
AT1G06650.2;AT1G06650.1;AT5G59530.1;AT5G59540.1;AT1G06640.1	4;3;1;1;1	4	4	4	0	31.961	By MS/MS	182260	185790	179230	175030	137750	150150	142080	146510	164050	160930	155590	151730	140320	163550	147330	154990				2863;5324;8148;9193
AT1G06680.1;AT1G06680.2;AT2G30790.1	12;12;3	12	12	12	0	323.31	By MS/MS	8516400	7322900	8314100	8285300	7197000	6821800	7155600	7450500	7625400	7472500	7476000	7374900	7171700	7427600	7352300	6800200				4901;6395;6396;7060;8958;10586;10897;14835;16663;17756;17757;18543
AT1G06690.1	11	11	11	11	0	143.78	By MS/MS	510120	476700	553230	547670	497010	507020	482950	440480	524410	533160	499320	535340	435760	486720	468600	421360				2133;2215;5624;5767;6931;7197;7870;12569;16723;18633;21777
AT1G06700.2;AT1G06700.1	1;1	1	2	1	0.00076531	9.6451	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4136;8000
AT1G06760.1	1	1	1	1	0	45.113	By MS/MS	53578	71780	75442	66360	43043	44551	46607	47972	60196	60508	52460	63764	58701	62526	60904	52517				16319
AT1G06840.1	1	1	1	1	0.00091743	7.3578	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				5710
AT1G06890.3;AT1G06890.2;AT1G06890.1	2;2;2	2	2	2	0	16.978	By MS/MS	114200	103600	117710	108680	112510	103110	106100	92583	112620	115110	91856	102270	98972	127700	114530	106150				1806;5658
AT1G06900.1	4	4	4	4	0	47.394	By MS/MS	26923	26806	29763	25387	21244	23337	23614	22410	25428	25608	19590	24468	22488	27852	27645	23418				2290;3071;6061;6949
AT1G06950.1	35	35	35	35	0	323.31	By MS/MS	2462400	2264500	2668700	2574000	2275000	2039800	2119800	1922200	2243100	2245500	1858900	2255800	2143800	2715100	2564400	2161300				761;1592;1752;2271;2413;2567;2568;4035;5297;5342;7295;8678;8785;9860;10546;10999;11201;12572;12599;12651;12941;13224;13547;14154;15195;15456;15473;15608;16563;16725;19515;19612;20015;20956;21836
AT1G06960.3;AT1G06960.2;AT1G06960.1	1;1;1	1	1	1	0.0047035	6.0467	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				12056
AT1G07010.2;AT1G07010.1;AT1G07010.3	2;2;2	2	2	2	0	30.965	By MS/MS	37979	41164	46723	44419	32560	32542	34882	30282	38531	36956	33108	40691	31279	33360	35465	29122				5890;19395
AT1G07110.1;AT3G30200.1	7;1	7	7	7	0	64.989	By MS/MS	244280	241930	240040	277600	210290	221410	221510	200500	203640	226580	216950	232060	197200	219520	217670	193910				195;387;9531;9972;14339;14495;14564
AT1G07140.1	9	6	9	6	0	323.31	By MS/MS	973280	814620	906220	796050	710660	703360	762660	719850	874560	831050	723200	794070	725670	922900	795750	801470				2034;2837;5937;5938;6297;6357;9115;11455;12913
AT2G30000.1;AT1G07170.3;AT1G07170.2;AT1G07170.1	1;1;1;1	1	1	1	0.0047131	6.0671	By MS/MS	139860	139160	154970	142500	115130	104820	111840	102120	132950	130550	103810	134060	117460	162190	127830	125590				10869
AT1G07210.1	1	1	1	1	0.00090641	7.1865	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				16325
AT1G07240.1	1	1	1	1	0.0021084	6.3897	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				18523
AT1G07250.1	6	6	6	6	0	74.179	By MS/MS	160730	154680	184040	172150	154960	163110	161740	166410	162190	160870	155660	162650	151920	168380	158300	147510				4236;6566;6744;6825;9090;18731
AT1G07310.1	1	1	1	1	0.00075113	8.9481	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				18769
AT1G07320.1;AT1G07320.2	1;0	1	13	1	0	17.945	By MS/MS	17165	15166	19754	18864	15754	14419	15245	12510	18127	19399	12492	16683	15083	21201	19137	16616				155;1082;1083;1442;2870;10701;11166;13028;18414;18603;18604;19669;21470
AT1G07320.4;AT1G07320.3	13;13	1	13	1	0	193.91	By MS/MS	1268800	1142200	1448700	1414800	1218700	1125600	1122800	1012500	1147400	1145700	986560	1197600	1085800	1435100	1342800	1118300				155;1082;1083;1442;2870;10701;11166;13028;18414;18603;18604;19669;21469
AT1G07360.1	3	3	3	3	0	29.596	By MS/MS	14469	12966	12576	10437	12170	10720	9259.1	9809.4	13965	13986	11395	13396	8377.6	13677	14438	10090				794;6181;14722
AT1G07370.1	1	1	4	1	0	14.019	By MS/MS	71478	66655	81036	74391	64957	54982	61723	58758	62518	68855	58332	66736	58002	75401	72649	67070				296;6964;13064;14304
AT1G07440.1;AT1G07440.2;AT2G29330.1;AT1G07450.1;AT2G29300.1;AT2G29320.1;AT2G29300.2	4;3;1;1;1;1;1	4	4	4	0	46.069	By MS/MS	77768	77613	87538	82243	82043	80880	86481	85551	83375	79576	79793	81096	72960	79957	71379	68154				1488;7218;11371;14044
AT5G59970.1;AT5G59690.1;AT3G53730.1;AT3G46320.1;AT3G45930.1;AT2G28740.1;AT1G07820.2;AT1G07820.1;AT1G07660.1;AT1G07660.2	7;7;7;7;7;7;7;7;7;5	7	7	7	0	54.61	By MS/MS	1038900	1197100	1247100	1200600	913750	765700	882890	848770	930270	921020	806050	873660	837700	1131600	1011100	860770				2636;3407;3408;9367;10055;18989;18990
AT1G07670.1	1	1	6	1	0	32.509	By MS/MS	12969	11556	14282	12503	13090	13517	10537	13279	12952	12467	11118	12948	11894	14924	13705	11494				4177;4916;4972;5103;5321;19511
AT1G07700.3;AT1G07700.1;AT1G07700.2	4;4;3	4	4	4	0	54.023	By MS/MS	180670	193540	206560	196070	153620	162360	155180	162720	174140	178940	156310	167720	160540	177750	181010	166680				2276;8953;16915;17866
AT1G07750.1	2	2	2	2	0	18.853	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				13439;16914
AT5G59850.1;AT1G07770.2;AT1G07770.1;AT3G46040.1	5;5;5;4	5	5	5	0	36.159	By MS/MS	356840	361920	381160	344770	375610	319790	363200	332620	299850	318510	227770	300390	359530	457790	401380	339700				2456;4885;6680;8913;10117
AT1G07780.5;AT1G07780.3;AT1G07780.2;AT1G07780.1;AT1G29410.1;AT1G07780.4;AT1G29410.2	1;1;1;1;1;1;1	1	2	1	0.00075	8.9265	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4696;10098
AT1G07810.1	7	2	7	2	0	102.5	By MS/MS	150560	137990	147820	140060	120980	119810	127630	122240	121760	132430	112220	126800	124550	157620	144900	128290				4178;4916;4972;5103;5321;13539;19511
AT1G07830.1	2	2	2	2	0	14.906	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				16302;18632
AT1G07890.8;AT1G07890.7;AT1G07890.5;AT1G07890.4;AT1G07890.3;AT1G07890.2;AT1G07890.1;AT1G07890.6	12;12;12;12;12;12;12;11	12	13	12	0	161.28	By MS/MS	3124500	2832500	3105000	2827500	2687400	2525000	2778100	2747700	2697400	2797100	2469600	2717500	2766500	3217400	3255700	2975300				1277;3154;4332;4734;5233;11286;12668;13939;14699;14700;16452;18162;21215
AT5G60390.3;AT5G60390.1;AT1G07940.2;AT1G07940.1;AT1G07930.1;AT1G07920.1;AT1G07930.2;AT5G60390.2;AT1G35550.1	19;19;19;19;19;19;17;17;1	19	19	19	0	227.52	By MS/MS	7256100	6841000	8749600	7665300	6616100	5896300	6648700	5884500	6902500	6926500	6084500	7482300	6223700	8205000	7558400	6599100				1754;1755;4816;6118;6119;6908;8330;8866;9446;12439;13801;14337;15320;17492;17519;19525;21299;21300;21851
AT1G07950.1	1	1	1	1	0.0017286	6.6854	By MS/MS	10895	12149	12564	12832	8899.3	9471.7	9230.9	8880.9	9805.5	9669.4	8688.3	11014	9482.9	11984	10464	8283.1				9268
AT1G07960.3;AT1G07960.2;AT1G07960.1	1;1;1	1	1	1	0	18.548	By MS/MS	25233	20343	25660	22245	22010	16129	19938	20070	20684	21099	16767	19264	18873	23240	22285	19341				1432
AT1G07970.1	1	1	1	1	0.00071788	7.9162	By MS/MS	5861.4	6138.5	6141.7	6344.6	6257.6	4788.1	6764.6	6443	6249.2	5617.9	6478.5	7073.5	6513.1	6518.2	6140.2	5816.2				3150
AT1G07990.1	1	1	1	1	0.00076239	9.5077	By MS/MS	47010	47243	50411	47815	41107	36564	41290	43536	43786	44068	42623	40610	38705	42686	39010	39464				3812
AT1G08050.1	1	1	1	1	0.0024984	6.2415	By MS/MS	44484	46218	29421	29112	25963	20910	27563	34193	29170	34522	23470	24965	23279	25896	26248	29657				18339
AT1G08110.3;AT1G08110.2;AT1G08110.1;AT1G08110.4	6;6;6;6	6	6	6	0	80.861	By MS/MS	587890	563840	538400	531760	506530	501560	503830	511490	538510	572970	467090	494190	521120	549230	512650	493460				1847;5722;5723;6404;8841;20053
AT1G08160.1	2	2	2	2	0	15.892	By MS/MS	52595	46336	47059	51071	42805	41468	47142	47214	44651	52085	42842	43819	40373	48628	44526	42517				13839;18674
AT1G08200.1	11	2	11	2	0	172.07	By MS/MS	1405300	1306000	1531200	1416300	1324600	1223200	1408800	1191900	1305700	1378300	1162700	1303000	1243900	1567900	1450600	1333700				2558;4329;4637;4638;13278;15094;15585;18233;19953;20574;21169
AT1G08250.1	1	1	2	1	0	42.656	By MS/MS	12811	14497	19115	15094	12019	11331	11710	11107	14625	14272	11716	14513	13033	15878	14298	12952				4204;11718
AT1G08260.1	1	1	1	1	0.0019198	6.5345	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				292
AT1G08360.1	2	2	5	2	0	13.818	By MS/MS	54432	48775	57464	56511	45663	40362	42398	37125	51806	49984	39535	48840	43018	59321	52625	41449				4114;9122;12111;12425;14070
AT1G08370.1	2	2	2	2	0	16.623	By MS/MS	43257	37146	43589	38273	35026	30375	33505	35659	37573	38394	32045	35880	35225	37645	39753	35428				4133;16221
AT1G08380.1	1	1	1	1	0.0019194	6.5313	By MS/MS	27268	27289	25154	30623	25967	22047	26736	24565	23954	25111	24305	23055	22390	24449	23934	22497				8430
AT1G08450.2;AT1G08450.1;AT1G08450.3	7;7;6	7	7	7	0	48.003	By MS/MS	161180	217770	108720	102460	84300	88652	92502	164070	103070	127720	106820	93247	92798	95715	104510	114370				5659;9315;9852;12228;14444;21192;21233
AT1G08470.1;AT5G22020.1	2;1	2	2	2	0	32.606	By MS/MS	76946	64800	69795	68479	58612	58347	60615	51698	60393	58931	57382	60949	54189	63675	62449	55722				8344;19724
AT1G08480.1	1	1	1	1	0.0023017	6.3168	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				7372
AT1G08490.1	3	3	3	3	0	24.347	By MS/MS	158470	150890	158900	164340	152500	153290	150920	139260	150280	155670	128970	140000	129360	163300	153950	149120				1961;7115;21554
AT1G08520.1	21	21	21	21	0	192.07	By MS/MS	1078200	1065100	1194900	1134400	1005000	954900	1037700	886860	966100	1006100	788050	970680	998280	1288100	1142900	991970				1765;2178;2580;4910;5206;7110;7280;9342;9770;11881;12091;14944;17431;17432;17799;18662;19090;19161;20688;21500;21866
AT1G08540.1	1	1	1	1	0.00077882	10.517	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				5695
AT1G08550.2;AT1G08550.1	11;11	11	11	11	0	122.03	By MS/MS	560620	500600	524210	544810	548150	615810	483490	501740	512780	534170	497650	435920	492120	475640	516390	464010				2447;2902;4508;5282;5995;5996;10887;11108;14850;17416;17897
AT1G08640.1	4	4	4	4	0	44.822	By MS/MS	151100	145370	160630	149040	139010	119600	149030	130610	153080	141910	117970	129680	136370	170900	152160	130660				8761;15178;16349;16427
AT1G08680.3;AT1G08680.2;AT1G08680.1;AT1G08680.4	1;1;1;1	1	1	1	0	14.248	By MS/MS	10889	11127	12633	9714.5	10505	9545.2	9409.3	9955.4	12223	11844	9398.6	11098	9121.4	11506	11332	8401.3				16091
AT1G08770.1	1	1	1	1	0.0019173	6.5257	By MS/MS	14019	17440	19122	19362	15308	17835	17183	19769	16624	16056	13525	14592	14808	16738	17376	17524				14541
AT1G08780.1	2	2	2	2	0	33.431	By MS/MS	110150	94530	122000	116060	95926	98391	98755	96823	120290	120480	97803	101000	104620	121570	114610	101650				2438;5015
AT1G08820.2;AT1G08820.1	3;3	3	3	3	0	17.896	By MS/MS	29285	25445	30817	29288	25711	25515	27318	25804	26750	27926	26574	23703	27778	30785	28965	28000				5830;13246;13704
AT1G08830.2;AT1G08830.1;AT5G18100.2;AT5G18100.1	3;3;1;1	3	3	3	0	48.666	By MS/MS	225400	207490	279070	180390	122700	124470	165240	146960	180210	191300	148920	195550	170830	231000	190370	197950				2341;7678;19093
AT1G08880.1;AT1G54690.1;AT3G20670.1	4;4;2	2	4	2	0	26.779	By MS/MS	100710	103720	136080	117300	90777	79260	86077	86388	93112	95824	84997	106660	83719	116460	100170	86511				851;7326;8926;14194
AT1G08890.1	1	1	1	1	0.0046996	6.0345	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				12617
AT1G08930.2;AT1G08930.1	2;2	2	2	2	0	19.277	By MS/MS	74445	77663	82410	72735	75425	66560	69255	72625	75279	69925	69065	64927	74605	80436	79022	66753				3717;16756
AT1G08970.4;AT1G08970.3;AT1G08970.2;AT1G08970.1	1;1;1;1	1	1	1	0.0023109	6.3489	By MS/MS	16739	14691	19086	17533	14589	13927	13063	15512	15381	13856	12914	15867	15183	17310	16133	15576				4342
AT1G08980.1	5	4	4	4	0	49.828	By MS/MS	155910	148940	151670	166170	130420	131010	134030	132640	129630	137110	115130	128250	116200	146470	137230	127740				2039;3084;16371;20367;20698
AT1G09010.1	2	2	2	2	0	20.036	By MS/MS	11051	10327	11096	12544	9408.9	8933.6	8757.1	11474	10808	10936	9706.8	11121	9841.4	11369	10841	8278.9				1035;21132
AT1G09020.1	3	3	3	3	0	22.452	By MS/MS	77963	69384	80714	72203	60349	56182	68089	62624	69544	63544	56948	66283	61638	72063	68580	62750				13524;17031;17760
AT1G09100.1	1	0	10	0	1	-2	By matching	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			261;1440;1947;2621;3672;6377;8702;9710;11150;15034;15517
AT1G09130.1;AT1G09130.2;AT1G09130.3	9;9;9	9	9	9	0	95.038	By MS/MS	720430	645300	732590	706950	637910	630800	597010	555590	639560	620320	555020	641900	611380	700190	683610	612560				2693;3110;4599;8966;9511;9512;15741;18616;20410
AT1G09150.1	1	1	2	1	0.0007776	10.403	By MS/MS	40581	40862	49172	38916	42054	37366	41963	37478	42345	40435	31084	37343	36802	54118	42418	38097				9882;15247
AT1G47380.1;AT1G09160.2;AT1G09160.1	1;1;1	1	1	1	0.00073764	8.4434	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1380
AT5G65360.1;AT5G10400.1;AT5G10390.1;AT3G27360.1;AT1G09200.1;AT1G13370.1;AT5G65350.1;AT1G19890.1	4;4;4;4;4;3;3;2	1	4	1	0	24.229	By MS/MS	360420	361110	505090	395110	260930	197940	265920	238020	346340	307780	262550	381250	229210	351490	296960	255610				4846;6883;15841;17441
AT1G09210.1	10	7	10	7	0	126.18	By MS/MS	784150	751410	770850	641840	583730	511810	562310	622690	603550	676790	516560	594580	584610	734160	744230	608140				6333;6507;7141;7882;10819;12226;16529;17559;21076;21806
AT1G09270.1;AT1G09270.2;AT1G09270.3	5;5;1	2	6	2	0	64.29	By MS/MS	144380	136640	151940	144300	128930	130140	140840	136070	137890	136840	122690	132960	131320	156100	149230	129460				4349;4755;13930;14315;15482;15766
AT1G09290.1	2	2	2	2	0	19.333	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				237;18970
AT1G09310.1	11	10	11	10	0	233.82	By MS/MS	875910	861030	1112900	1122300	951480	916060	1066800	839310	872170	880040	855150	960890	885280	1092900	956890	867210				584;1090;3068;4978;4979;5690;8164;13088;18106;18107;18634
AT1G09330.1	3	3	3	3	0	37.602	By MS/MS	53922	50816	60532	54369	42793	44509	48684	45631	47310	52682	45635	48469	43960	54249	49343	45584				6872;10859;13306
AT1G09340.1	19	19	19	19	0	274.59	By MS/MS	3803100	3566300	4165300	4109100	3669300	3849200	3500900	3319900	3700200	3653800	3476500	3729200	3428000	3993800	3705700	3397200				810;874;3204;3502;4024;4052;4713;4907;7938;8723;9677;10513;10516;11523;11539;15116;16090;17333;21834
AT1G09430.1	11	6	11	6	0	105.24	By MS/MS	906980	866580	964510	895530	743150	687510	769280	694880	786660	810880	683230	764520	710090	897790	800290	755370				941;1233;7041;7458;7711;11374;13115;16509;16989;20862;21097
